,customer_id,customer_name,region_code,region_name,user_id,user_code,segment_letter
71,93,"ООО ""Золотой пятачок""",48,Липецкая область,1,"Dolmatov, Evgeny",D
72,94,"ООО ""Кристалл """,48,Липецкая область,1,"Dolmatov, Evgeny",E
73,95,"ООО ""Москва на Дону""",48,Липецкая область,1,"Dolmatov, Evgeny",C
74,97,"ООО ""Аграния""",48,Липецкая область,3,"Kalinin, Maksim",E
75,98,"Ассоциация КФХ ""Арго""",48,Липецкая область,3,"Kalinin, Maksim",E
76,99,"КФХ ""Бортъ""",48,Липецкая область,3,"Kalinin, Maksim",E
77,101,"КФХ ""Москворецкий""",48,Липецкая область,3,"Kalinin, Maksim",E
78,102,"КФХ ""Радуга""",48,Липецкая область,3,"Kalinin, Maksim",E
79,103,"КФХ ""Родина""",48,Липецкая область,3,"Kalinin, Maksim",E
80,104,"КФХ ""Фортуна""",48,Липецкая область,3,"Kalinin, Maksim",D
81,105,"КФХ ""Широкая речка""",48,Липецкая область,1,"Dolmatov, Evgeny",E
82,106,"АО ""АПО ""Аврора""",48,Липецкая область,3,"Kalinin, Maksim",A
83,108,"ООО СХП ""Задонье""",48,Липецкая область,3,"Kalinin, Maksim",C
84,109,"ООО АПК ""Задонские Нивы Черноземного края""",48,Липецкая область,3,"Kalinin, Maksim",C
85,110,ИП Плешков В.Г,48,Липецкая область,1,"Dolmatov, Evgeny",D
86,111,ИП Богачева,48,Липецкая область,1,"Dolmatov, Evgeny",C
87,112,ИП Бредихин,48,Липецкая область,1,"Dolmatov, Evgeny",D
88,113,ИП Киньшин С.И,48,Липецкая область,1,"Dolmatov, Evgeny",D
89,114,ИП Шестопалов И.А,48,Липецкая область,1,"Dolmatov, Evgeny",C
90,115,КФХ Приволье,48,Липецкая область,1,"Dolmatov, Evgeny",D
91,116,КФХ Родник (Добринский район),48,Липецкая область,1,"Dolmatov, Evgeny",D
92,117,"СПК ""Агроном""",48,Липецкая область,1,"Dolmatov, Evgeny",D
93,118,КФХ Чамлычек Н. Н.,48,Липецкая область,1,"Dolmatov, Evgeny",C
94,120,КФХ Чара,48,Липецкая область,1,"Dolmatov, Evgeny",C
95,121,ООО Пушкинское,48,Липецкая область,1,"Dolmatov, Evgeny",D
96,122,ООО Аренда,48,Липецкая область,1,"Dolmatov, Evgeny",D
97,123,ООО Битюг,48,Липецкая область,1,"Dolmatov, Evgeny",C
98,124,"ООО ""Гелиос"" (Добринский р-н)",48,Липецкая область,1,"Dolmatov, Evgeny",B
99,125,"ООО ""АФ  Петровский"", ООО Восход (Доминант)",48,Липецкая область,1,"Dolmatov, Evgeny",A
100,126,"ООО Добрыня (Сюкден, Липецк)",48,Липецкая область,4,"Popov, Roman",A
101,127,ООО Темп,48,Липецкая область,1,"Dolmatov, Evgeny",D
102,128,ООО им. Димитрова,48,Липецкая область,1,"Dolmatov, Evgeny",D
103,131,УК ГК Доминант,77,Москва,5,"Safonov, Aleksander",A
104,137,"КФХ ""Восход"" (Хлевенский район)",48,Липецкая область,1,"Dolmatov, Evgeny",D
105,138,"КФХ ""Восход""",48,Липецкая область,3,"Kalinin, Maksim",E
106,141,Отрада Ген (Евро Ланд),48,Липецкая область,2,"Retunskiy, Maksim",A
107,142,"АО ""Грачевское""",48,Липецкая область,1,"Dolmatov, Evgeny",C
108,143,"ООО ""Агролипецк"" (ООО ""ВДАИ"")",48,Липецкая область,6,"Dolmatov, Evgeny, Popov, Roman",A
109,144,"ООО ""Агротэк""",48,Липецкая область,1,"Dolmatov, Evgeny",E
110,145,"ООО ""Агрохолдинг-АСТ""",48,Липецкая область,1,"Dolmatov, Evgeny",A
111,146,"ООО  ""Дмитриевское"" ( Усмань)",48,Липецкая область,1,"Dolmatov, Evgeny",C
112,147,"ООО ""СХПК ""Чистые Пруды""(АгроГард)",48,Липецкая область,1,"Dolmatov, Evgeny",B
113,148,"ООО ""Усманский Агрокомплекс""( Доминант)",48,Липецкая область,1,"Dolmatov, Evgeny",B
114,153,ООО Агрофирма Колос (Агрокультура),48,Липецкая область,2,"Retunskiy, Maksim",A
115,264,Колхоз им. Ленина (Касимовский р-н),62,Рязанская область,7,"Zuev, Alexey",B
116,291,ООО Авангард,68,Тамбовская область,8,"Vetrov, Mikhail",C
117,362,ООО  Арта,57,Орловская область,9,"Polyakov, Dmitry",C
118,404,АО Восход,68,Тамбовская область,10,"Fokin, Sergey",A
119,456,ООО Русь,68,Тамбовская область,11,"Annenkov, Aleksey",D
120,547,"ООО ХПП ""Набережанское""",48,Липецкая область,1,"Dolmatov, Evgeny",E
121,548,ООО Колос (Бондарский),68,Тамбовская область,8,"Vetrov, Mikhail",D
122,583,ООО Агропродукт (Никифоровский район),68,Тамбовская область,12,"Viktor, Bryankin",C
123,610,"ООО ""Авангард"" (Рязанский р-н)",62,Рязанская область,13,"Churikov, Dmitry",A
124,630,ЗАО АгроГард,77,Москва,5,"Safonov, Aleksander",A
125,632,"ООО ""Нива""(Долгоруково)",48,Липецкая область,1,"Dolmatov, Evgeny",D
126,732,"ООО ""ЭкоКорм""",36,Воронежская область,14,"Gridin, Sergey",C
127,733,КФХ Вязовский Александр Юрьевич,36,Воронежская область,14,"Gridin, Sergey",B
128,738,КФХ Панарин Н.С.,36,Воронежская область,15,"Syrovatskiy, Sergey",C
129,742,ООО Комсомольское,36,Воронежская область,14,"Gridin, Sergey",D
130,746,ОАО  Новонадежденский,36,Воронежская область,14,"Gridin, Sergey",D
131,751,ЗАО Восток,36,Воронежская область,15,"Syrovatskiy, Sergey",C
132,752,АО СХП «Виктория»,36,Воронежская область,15,"Syrovatskiy, Sergey",C
133,753,ООО им. Куйбышева,36,Воронежская область,15,"Syrovatskiy, Sergey",B
134,754,ООО Агрокультура Эртиль,36,Воронежская область,16,"Pozhidaev, Dmitry",D
135,755,ООО Агролидер,36,Воронежская область,15,"Syrovatskiy, Sergey",D
136,757,ООО Агрохимик,36,Воронежская область,15,"Syrovatskiy, Sergey",D
137,758,"ООО ""Битюгов Берег""",36,Воронежская область,15,"Syrovatskiy, Sergey",C
138,760,ООО Дмитриевское,36,Воронежская область,15,"Syrovatskiy, Sergey",C
139,761,ООО Дубраваинвест ,36,Воронежская область,15,"Syrovatskiy, Sergey",C
140,762,ООО Нива Эртиль,36,Воронежская область,15,"Syrovatskiy, Sergey",A
141,763,ООО Победа (Инжавинский район),68,Тамбовская область,8,"Vetrov, Mikhail",C
142,764,СХА  Эртильская,36,Воронежская область,15,"Syrovatskiy, Sergey",C
143,765,СХА колхоз «Маяк»,36,Воронежская область,15,"Syrovatskiy, Sergey",B
144,766,ООО ХАРВЕСТ (ЗАО Стрелец – Агро),36,Воронежская область,14,"Gridin, Sergey",B
145,767,КФХ ИП Глава КФХ Ракитин Н.М.,36,Воронежская область,14,"Gridin, Sergey",D
146,768,КФХ ИП Глава КФХ Чепилевич А.П. (Русский фермер),36,Воронежская область,14,"Gridin, Sergey",C
147,769,КФХ ИП Глава КФХ Щепкин,36,Воронежская область,14,"Gridin, Sergey",D
148,770,КХ «Лига»,36,Воронежская область,14,"Gridin, Sergey",C
149,775,ООО Посевкинское,68,Тамбовская область,8,"Vetrov, Mikhail",D
150,777,ООО Грибановский сахарный завод,36,Воронежская область,14,"Gridin, Sergey",A
151,779,"ЗАО ""Юдановские просторы""",36,Воронежская область,17,"Zhigulskiy, Viktor",B
152,780,КФХ Чернозем,36,Воронежская область,17,"Zhigulskiy, Viktor",C
153,782,"ООО ""Осташкино"" Эконива",36,Воронежская область,17,"Zhigulskiy, Viktor",C
154,784,"АО ""Хреновской Конный завод"" Агрокультура",36,Воронежская область,16,"Pozhidaev, Dmitry",D
155,785,"ООО АПК ""Русич"" Эконива",36,Воронежская область,17,"Zhigulskiy, Viktor",C
156,787,ЗАО Воронежский промышленный комплекс животноводства,36,Воронежская область,17,"Zhigulskiy, Viktor",D
157,789,К-З Колхоз «Колос»,36,Воронежская область,17,"Zhigulskiy, Viktor",C
158,790,КФХ Тройнин,36,Воронежская область,17,"Zhigulskiy, Viktor",B
159,791,ООО АгроКапитал,36,Воронежская область,17,"Zhigulskiy, Viktor",D
160,792,ООО Возрождение Каширский р-н,36,Воронежская область,17,"Zhigulskiy, Viktor",C
161,794,ООО Исток (Пичаевский),68,Тамбовская область,8,"Vetrov, Mikhail",E
162,796,ООО Никольское Агропром МДТ,36,Воронежская область,17,"Zhigulskiy, Viktor",C
163,797,ООО Победа (Эртильский район),36,Воронежская область,15,"Syrovatskiy, Sergey",C
164,798,ООО Таловская МТС Птицепром Бобровский Эконива,36,Воронежская область,17,"Zhigulskiy, Viktor",C
165,800,СХА Родина Пятницкого,36,Воронежская область,17,"Zhigulskiy, Viktor",C
166,801,СХА Синявская,36,Воронежская область,17,"Zhigulskiy, Viktor",C
167,803,Колхоз им. Докучаева,36,Воронежская область,17,"Zhigulskiy, Viktor",B
168,804,ФГУП Докучаевское,36,Воронежская область,17,"Zhigulskiy, Viktor",D
169,805,ООО Фруктовый сад,36,Воронежская область,14,"Gridin, Sergey",D
170,807,КФ ИП Глава КФХ Каверин,36,Воронежская область,14,"Gridin, Sergey",C
171,808,АТГ Русаново,36,Воронежская область,14,"Gridin, Sergey",C
172,809,ООО Есиповская нива,36,Воронежская область,14,"Gridin, Sergey",C
173,810,ООО Победа (Терновский район),36,Воронежская область,14,"Gridin, Sergey",C
174,811,ООО Савала,36,Воронежская область,14,"Gridin, Sergey",C
175,813,ПСК  им. Калинина,36,Воронежская область,14,"Gridin, Sergey",C
176,814,СПК Исток,36,Воронежская область,14,"Gridin, Sergey",C
177,816,СХА  им. Мичурина,36,Воронежская область,14,"Gridin, Sergey",B
178,817,СХА Терновская,36,Воронежская область,14,"Gridin, Sergey",C
179,818,"ОАО СХП ""Терновское""",36,Воронежская область,17,"Zhigulskiy, Viktor",B
180,821,ООО Заря-2,36,Воронежская область,17,"Zhigulskiy, Viktor",D
181,822,ООО Землемер Агро,36,Воронежская область,17,"Zhigulskiy, Viktor",C
182,823,ООО МТС - Агро,36,Воронежская область,17,"Zhigulskiy, Viktor",D
183,824,ООО Централь,36,Воронежская область,17,"Zhigulskiy, Viktor",B
184,825,"ООО ""Новохоперск-Агро-Инвест"" (ООО ""ВДАИ"")",36,Воронежская область,17,"Zhigulskiy, Viktor",B
185,826,ООО Рассвет (Ржаксинский р-н),68,Тамбовская область,8,"Vetrov, Mikhail",C
186,827,ООО Савальское (Жердевский р-н),68,Тамбовская область,11,"Annenkov, Aleksey",C
187,829,СХА Ярковская,36,Воронежская область,17,"Zhigulskiy, Viktor",C
188,831,ООО Третьяковское,36,Воронежская область,14,"Gridin, Sergey",A
189,832,ООО Агро-гарант,36,Воронежская область,14,"Gridin, Sergey",D
190,833,"АГРОМИР, село Богана, Зелёная улица",36,Воронежская область,14,"Gridin, Sergey",C
191,835,ООО Борисоглебск АгроХимРесурс,36,Воронежская область,14,"Gridin, Sergey",C
192,839,ООО Земляне,36,Воронежская область,14,"Gridin, Sergey",B
193,840,"ООО ""Золотой колос""",36,Воронежская область,14,"Gridin, Sergey",C
194,841,ВИП ИСКРА,36,Воронежская область,14,"Gridin, Sergey",C
195,845,ООО Сталкер,36,Воронежская область,14,"Gridin, Sergey",C
196,848,ООО ЗАО «Искра»,36,Воронежская область,14,"Gridin, Sergey",D
197,850,ИП глава КФХ Маликов Е.В.,36,Воронежская область,14,"Gridin, Sergey",D
198,851,ИП КФХ Полянский,36,Воронежская область,14,"Gridin, Sergey",C
199,852,ЗАО Имени Ленина,36,Воронежская область,14,"Gridin, Sergey",D
200,854,ОАО Знамя Октября,36,Воронежская область,14,"Gridin, Sergey",B
201,855,АО Повориносельхозхимия,36,Воронежская область,14,"Gridin, Sergey",C
202,859,"ООО ""Селянка"" (КФХ Лотышев С. И.)",36,Воронежская область,14,"Gridin, Sergey",C
203,860,"ООО СХП ""Мазурское"" Грибановский с\з",36,Воронежская область,14,"Gridin, Sergey",B
204,867,ИП Шестопалов (Петровский район),68,Тамбовская область,12,"Viktor, Bryankin",C
205,885,"КФХ ""Богатикова""",48,Липецкая область,3,"Kalinin, Maksim",D
206,886,КФХ Боева В.В.,48,Липецкая область,3,"Kalinin, Maksim",D
207,889,"ОАО ""Куриное царство""",48,Липецкая область,3,"Kalinin, Maksim",E
208,891,"ООО ""АФ ""Талица""",48,Липецкая область,3,"Kalinin, Maksim",E
209,892,"ООО ""Елецкий Агрокомплекс"" (Доминант)",48,Липецкая область,3,"Kalinin, Maksim",A
210,893,"ООО ""Агрофирма Елецкий""(Сюкден)",48,Липецкая область,3,"Kalinin, Maksim",A
211,894,"ООО ""Елецкое Пиво""",48,Липецкая область,3,"Kalinin, Maksim",D
212,896,"ООО ""Светлый Путь""",48,Липецкая область,3,"Kalinin, Maksim",D
213,900,"ЗАО ""Верный путь""",48,Липецкая область,1,"Dolmatov, Evgeny",C
214,902,"ООО ""АГРОФИРМА ТРИО"" (Долгоруково)",48,Липецкая область,3,"Kalinin, Maksim",A
215,904,"ООО ""Красная Поляна""",48,Липецкая область,1,"Dolmatov, Evgeny",E
216,907,"ООО ""Тимирязево""",48,Липецкая область,1,"Dolmatov, Evgeny",D
217,908,"ТНВ ""Меркулов и К""",48,Липецкая область,1,"Dolmatov, Evgeny",C
218,909,КФХ Аринина Е.Ю,48,Липецкая область,2,"Retunskiy, Maksim",D
219,910,КФХ Логачев В.В,48,Липецкая область,2,"Retunskiy, Maksim",E
220,911,КФХ Лутовинов В.Ф,48,Липецкая область,2,"Retunskiy, Maksim",E
221,916,"ООО ""Экспериментальное Хозяйство""",48,Липецкая область,2,"Retunskiy, Maksim",B
222,925,ИП глава КФХ Архипцев Сергей Николаевич,48,Липецкая область,1,"Dolmatov, Evgeny",D
223,926,КФХ Пикалов В.И.,48,Липецкая область,1,"Dolmatov, Evgeny",D
224,927,"КФХ ""Земледелец""",48,Липецкая область,1,"Dolmatov, Evgeny",E
225,928,КФХ  Козлов А.Н,48,Липецкая область,1,"Dolmatov, Evgeny",D
226,929,"ООО ""Замарайское""",48,Липецкая область,1,"Dolmatov, Evgeny",D
227,932,КФХ Фролин А.А,48,Липецкая область,1,"Dolmatov, Evgeny",D
228,934,ООО  Деметра,36,Воронежская область,15,"Syrovatskiy, Sergey",D
229,935,"ООО ""Заготовитель""",48,Липецкая область,1,"Dolmatov, Evgeny",D
230,936,"ООО ""Колпи""",48,Липецкая область,1,"Dolmatov, Evgeny",C
231,939,"ООО ""Авангард-Агро-Липецк""",48,Липецкая область,2,"Retunskiy, Maksim",D
232,940,"ООО ""Воловский Агрокомплекс""",48,Липецкая область,1,"Dolmatov, Evgeny",C
233,941,"СХПК ""Воловский""",48,Липецкая область,1,"Dolmatov, Evgeny",C
234,942,"СХПК ""Заветы Ильича""",48,Липецкая область,1,"Dolmatov, Evgeny",D
235,943,КФХ Алехин В.Н.,48,Липецкая область,3,"Kalinin, Maksim",C
236,945,КФХ  Хромых В.А.,48,Липецкая область,3,"Kalinin, Maksim",E
237,946,"ФХ ""Березка""",48,Липецкая область,3,"Kalinin, Maksim",D
238,947,"КХ ""Возрождение"" (ИП Глава КФХ Драчев Сергей Витальевич)",48,Липецкая область,3,"Kalinin, Maksim",D
239,948,"КФХ"" Нива""( Озерки)",48,Липецкая область,3,"Kalinin, Maksim",D
240,950,ООО Родник Семилукский район,36,Воронежская область,15,"Syrovatskiy, Sergey",D
241,952,"ООО ""Борковский""",48,Липецкая область,3,"Kalinin, Maksim",C
242,953,"ООО ""Гарант""",48,Липецкая область,3,"Kalinin, Maksim",D
243,955,"ООО ""Новосильское""",48,Липецкая область,3,"Kalinin, Maksim",D
244,956,"ООО ""Сельхозинвест""",48,Липецкая область,3,"Kalinin, Maksim",A
245,959,ОАО им. Лермонтова,48,Липецкая область,3,"Kalinin, Maksim",B
246,960,"АО ""АФ ""Заречье""",48,Липецкая область,3,"Kalinin, Maksim",A
247,961,"ООО ""Датский бекон""",48,Липецкая область,3,"Kalinin, Maksim",B
248,962,"ООО ""Александровское""",48,Липецкая область,3,"Kalinin, Maksim",E
249,964,"ООО ""Паленское""",48,Липецкая область,3,"Kalinin, Maksim",C
250,965,"ООО ""Пальна Михайловка""",48,Липецкая область,3,"Kalinin, Maksim",B
251,966,"СССППК ""Становлянский""",48,Липецкая область,3,"Kalinin, Maksim",D
252,967,"ООО ""Становлянское""",48,Липецкая область,3,"Kalinin, Maksim",D
253,968,"ООО ""КурскАгроАктив"" (Липецк, Агротерра)",48,Липецкая область,4,"Popov, Roman",A
254,969,"ООО ""Чемодановское""",48,Липецкая область,3,"Kalinin, Maksim",D
255,970,"ООО ""Чернолес""",48,Липецкая область,3,"Kalinin, Maksim",C
256,972,"КФХ ""Ишаново""",48,Липецкая область,3,"Kalinin, Maksim",E
257,974,"КФХ ""Победа""",48,Липецкая область,3,"Kalinin, Maksim",E
258,975,"КФХ ""Родничок"" ( Измалково)",48,Липецкая область,3,"Kalinin, Maksim",D
259,976,"ООО ""Дедушкины Поля""",48,Липецкая область,3,"Kalinin, Maksim",D
260,977,"ООО ""Измалково-Агро-Инвест""",48,Липецкая область,3,"Kalinin, Maksim",D
261,978,"ООО ""Колос""(Вторые Тербуны)",48,Липецкая область,3,"Kalinin, Maksim",D
262,979,"ООО ""Согласие""",48,Липецкая область,3,"Kalinin, Maksim",A
263,981,ООО Агро-Острогожск,36,Воронежская область,14,"Gridin, Sergey",B
264,983,ЗАО Алексино,47,Ленинградская область,18,"Zakharov, Viktor",C
265,984,ЗАО Волховское,47,Ленинградская область,18,"Zakharov, Viktor",C
266,985,ЗАО Заречье,47,Ленинградская область,19,"Semenov, Nikolay",C
267,986,ЗАО Светлана,47,Ленинградская область,19,"Semenov, Nikolay",C
268,987,ООО КАРПИНО,47,Ленинградская область,19,"Semenov, Nikolay",D
269,989,"OOO Племенной завод ""Новоладожский",47,Ленинградская область,18,"Zakharov, Viktor",C
270,990,"АО ""ПЛЕМЗАВОД ""МЫСЛИНСКИЙ""",47,Ленинградская область,18,"Zakharov, Viktor",C
271,991,ЗАО Бугры,47,Ленинградская область,18,"Zakharov, Viktor",C
272,994,ОАО ПЗ Путник,36,Воронежская область,15,"Syrovatskiy, Sergey",D
273,995,ООО Совхоз Всеволожский,47,Ленинградская область,18,"Zakharov, Viktor",C
274,996,"ООО ""СПК Пригородный""",47,Ленинградская область,18,"Zakharov, Viktor",C
275,997,ЗАО Цвелодубово,47,Ленинградская область,19,"Semenov, Nikolay",C
276,998,"ООО Сельскохозяйственное предприятие ""Смена"" ( ООО ""Сельхозпредприятие ""Смена""",47,Ленинградская область,19,"Semenov, Nikolay",C
277,999,ООО  Поляны,47,Ленинградская область,19,"Semenov, Nikolay",C
278,1000,OOO птицефабрика Роскар,47,Ленинградская область,19,"Semenov, Nikolay",D
279,1001,СПК Кировский транспортник,47,Ленинградская область,18,"Zakharov, Viktor",D
280,1002,СПК Кондратьевский,47,Ленинградская область,19,"Semenov, Nikolay",D
281,1003,СПК Рябовский,47,Ленинградская область,19,"Semenov, Nikolay",C
282,1004,"ООО ""СХП Лосево"" (Выборгский район)",47,Ленинградская область,19,"Semenov, Nikolay",C
283,1006,ООО Северо-западная топливно-энергетическая компания «Севертранс»,78,Санкт-Петербург,18,"Zakharov, Viktor",F
284,1007,ЗАО ОПОЛЬЕ,47,Ленинградская область,18,"Zakharov, Viktor",C
285,1008,"АО ""Племзавод ""Агро-Балт""",47,Ленинградская область,19,"Semenov, Nikolay",B
286,1009,ЗАО Прибрежное,47,Ленинградская область,18,"Zakharov, Viktor",C
287,1010,ЗАО Березовское,47,Ленинградская область,18,"Zakharov, Viktor",C
288,1011,ЗАО Молодежный,47,Ленинградская область,18,"Zakharov, Viktor",E
289,1012,СПК  Будогощь,47,Ленинградская область,19,"Semenov, Nikolay",C
290,1013,СПК  Осничевский,47,Ленинградская область,19,"Semenov, Nikolay",C
291,1014,СПК Дальняя Поляна,47,Ленинградская область,18,"Zakharov, Viktor",C
292,1015,ООО Алеховщина,47,Ленинградская область,19,"Semenov, Nikolay",D
293,1016,ЗАО Кипень,47,Ленинградская область,18,"Zakharov, Viktor",C
294,1017,"ЗАО ""Копорье""",47,Ленинградская область,19,"Semenov, Nikolay",C
295,1018,"АО ""КРАСНОСЕЛЬСКОЕ""",47,Ленинградская область,19,"Semenov, Nikolay",C
296,1019,"ЗАО Племенной завод ""Красная Балтика"" (ЗАО ""ПЗ ""Красная Балтика"" )",47,Ленинградская область,18,"Zakharov, Viktor",C
297,1021,"ЗАО ""Победа"" (Ломоносовский район)",47,Ленинградская область,19,"Semenov, Nikolay",D
298,1022,КФХ Акашкин Андрей Иванович,53,Новгородская область,20,"Panfurov, Ivan",D
299,1025,"ЗАО Племенной завод ""Расцвет"" (ЗАО ПЗ ""Расцвет"")",47,Ленинградская область,18,"Zakharov, Viktor",C
300,1026,"ЗАО Племенной завод Раздолье (ЗАО ""ПЗ ""Раздолье"")",47,Ленинградская область,18,"Zakharov, Viktor",C
301,1027,ЗАО Мельниково,47,Ленинградская область,19,"Semenov, Nikolay",C
302,1028,"ЗАО Племенное хозяйство ""Первомайское"" (ЗАО ""Племхоз ""Первомайское"")",47,Ленинградская область,18,"Zakharov, Viktor",C
303,1029,"ЗАО Племенной завод Гражданский (ЗАО ""ПЗ Гражданский"")",47,Ленинградская область,18,"Zakharov, Viktor",B
304,1030,"ЗАО Племенное хозяйство (ЗАО ПХ)""Красноозерное""",47,Ленинградская область,18,"Zakharov, Viktor",C
